	prop.value	propLabel.value
6298	http://www.wikidata.org/entity/P6936	Who's Who of American Comic Books ID
6299	http://www.wikidata.org/entity/P6943	VG-lista artist ID
6300	http://www.wikidata.org/entity/P7049	AICS Chemical ID (former scheme)
6301	http://www.wikidata.org/entity/P7005	Adventure Gamers videogame ID
6302	http://www.wikidata.org/entity/P6968	hitparade.ch artist (certification) ID
6303	http://www.wikidata.org/entity/P7018	lexeme
6304	http://www.wikidata.org/entity/P6973	Personnel de l'administration préfectorale ID
6305	http://www.wikidata.org/entity/P6978	Scandinavian middle family name
6306	http://www.wikidata.org/entity/P6989	Hungarian National Namespace organisation ID
6307	http://www.wikidata.org/entity/P6983	Sverigetopplistan artist ID
6308	http://www.wikidata.org/entity/P7048	PBS Drug Code
6309	http://www.wikidata.org/entity/P6997	magazine in BitArkivo.org
6310	http://www.wikidata.org/entity/P7024	Flemish Public Libraries ID
6311	http://www.wikidata.org/entity/P7038	Documenta Catholica Omnia author ID
6312	http://www.wikidata.org/entity/P7046	HOV-ID
6313	http://www.wikidata.org/entity/P7028	National Library of Luxembourg ID
6314	http://www.wikidata.org/entity/P7011	Russian organisation number
6315	http://www.wikidata.org/entity/P7042	The Latin Library author ID
6316	http://www.wikidata.org/entity/P7055	Jaxsta release ID
6317	http://www.wikidata.org/entity/P7045	chassis
6318	http://www.wikidata.org/entity/P6970	Music Canada artist ID
6319	http://www.wikidata.org/entity/P6972	Napster artist ID
6320	http://www.wikidata.org/entity/P6967	SNEP artist ID
6321	http://www.wikidata.org/entity/P6979	SLNSW unpublished item ID
6322	http://www.wikidata.org/entity/P7000	DigitalNZ ID
6323	http://www.wikidata.org/entity/P6996	Epitafier.se ID
6324	http://www.wikidata.org/entity/P7002	Handball123 player ID
6325	http://www.wikidata.org/entity/P7023	Biyografya ID
6326	http://www.wikidata.org/entity/P7010	imprimitur granted by
6327	http://www.wikidata.org/entity/P7015	surface gravity
6328	http://www.wikidata.org/entity/P7012	World Encyclopedia of Puppetry Arts ID
6329	http://www.wikidata.org/entity/P6962	narrative motif
6330	http://www.wikidata.org/entity/P6955	El portal de Música artist ID
6331	http://www.wikidata.org/entity/P6980	LB.ua dossier ID
6332	http://www.wikidata.org/entity/P6994	RBF amateur boxer ID
6333	http://www.wikidata.org/entity/P7003	ACMI web ID
6334	http://www.wikidata.org/entity/P7033	Australian Educational Vocabulary ID
6335	http://www.wikidata.org/entity/P7050	Album of the Year artist ID
6336	http://www.wikidata.org/entity/P7032	Repertorium van ambtsdragers en ambtenaren ID
6337	http://www.wikidata.org/entity/P7034	Syriaca work ID
6338	http://www.wikidata.org/entity/P6960	IMVDb artist ID
6339	http://www.wikidata.org/entity/P6976	Retrosheet person ID
6340	http://www.wikidata.org/entity/P6959	Sindh EMIS code
6341	http://www.wikidata.org/entity/P6998	iTunes movie collection ID
6342	http://www.wikidata.org/entity/P6995	National Transportation Safety Board report ID
6343	http://www.wikidata.org/entity/P7019	ANZCTR ID
6344	http://www.wikidata.org/entity/P7020	Arachne collection ID
6345	http://www.wikidata.org/entity/P7026	Lebanese National Library ID
6346	http://www.wikidata.org/entity/P7008	unabbreviated text
6347	http://www.wikidata.org/entity/P7043	TheTVDB episode ID
6348	http://www.wikidata.org/entity/P6969	BVMI artist ID
6349	http://www.wikidata.org/entity/P6985	OYO Hotel ID
6350	http://www.wikidata.org/entity/P6984	Rupa Publications author ID
6351	http://www.wikidata.org/entity/P6999	Musisque Deoque author ID
6352	http://www.wikidata.org/entity/P7001	PharmGKB ID
6353	http://www.wikidata.org/entity/P7007	Wolfram Language unit code
6354	http://www.wikidata.org/entity/P7027	MPG ID
6355	http://www.wikidata.org/entity/P7040	NosDéputés.fr identifiant
6356	http://www.wikidata.org/entity/P7041	Perseus author ID
6357	http://www.wikidata.org/entity/P7014	terms of service URL
6358	http://www.wikidata.org/entity/P7036	TuttoCalciatori.net player ID
6359	http://www.wikidata.org/entity/P7051	Atlas of Living Australia ID
6360	http://www.wikidata.org/entity/P7060	NosSénateurs.fr identifier
6361	http://www.wikidata.org/entity/P6956	Balochistan EMIS code
6362	http://www.wikidata.org/entity/P6982	Australian Faunal Directory publication ID
6363	http://www.wikidata.org/entity/P6971	IFPI Norge artist ID
6364	http://www.wikidata.org/entity/P6977	review of
6365	http://www.wikidata.org/entity/P6992	IMFDB ID
6366	http://www.wikidata.org/entity/P6993	Pro Kabaddi League player ID
6367	http://www.wikidata.org/entity/P7013	Anime Characters Database character ID
6368	http://www.wikidata.org/entity/P7017	Anime Characters Database anime ID
6369	http://www.wikidata.org/entity/P7022	Australian Suppliers Directory ID
6370	http://www.wikidata.org/entity/P7037	COURAGE ID
6371	http://www.wikidata.org/entity/P7029	National Library of Russia ID
6372	http://www.wikidata.org/entity/P7031	Penguin India author ID
6373	http://www.wikidata.org/entity/P7058	BNRM ID
6374	http://www.wikidata.org/entity/P7057	FEC Campaign Committee ID
6375	http://www.wikidata.org/entity/P7053	Indian Super League player ID
6376	http://www.wikidata.org/entity/P6963	BaFin Institute ID
6377	http://www.wikidata.org/entity/P6965	IFPI Austria artist ID
6378	http://www.wikidata.org/entity/P6957	Khyber Pakhtunkhwa EMIS code
6379	http://www.wikidata.org/entity/P6987	Hungarian National Namespace place ID
6380	http://www.wikidata.org/entity/P6975	RBF professional boxer ID
6381	http://www.wikidata.org/entity/P7004	AtlasFor ID
6382	http://www.wikidata.org/entity/P7021	Arachne object ID
6383	http://www.wikidata.org/entity/P7009	extracted from
6384	http://www.wikidata.org/entity/P7025	HCIS ID
6385	http://www.wikidata.org/entity/P7047	enemy of
6386	http://www.wikidata.org/entity/P7035	TuttoCalciatori.net coach ID
6387	http://www.wikidata.org/entity/P7056	Jaxsta recording ID
6388	http://www.wikidata.org/entity/P7059	Premier Badminton League player ID
6389	http://www.wikidata.org/entity/P6981	ACNP journal ID
6390	http://www.wikidata.org/entity/P6966	IFPI Danmark artist ID
6391	http://www.wikidata.org/entity/P6988	Hungarian National Namespace person ID
6392	http://www.wikidata.org/entity/P6964	Musiikkituottajat artist ID (certification)
6393	http://www.wikidata.org/entity/P6958	Punjab EMIS code
6394	http://www.wikidata.org/entity/P7006	BIC of the Canary Islands ID
6395	http://www.wikidata.org/entity/P7044	Colonial Frontier Massacres ID
6396	http://www.wikidata.org/entity/P7030	National Pollutant Inventory ID
6397	http://www.wikidata.org/entity/P7039	National Library of Iceland ID
6398	http://www.wikidata.org/entity/P7052	Jaxsta profile ID
6399	http://www.wikidata.org/entity/P7054	misas.org Catholic church ID
6400	http://www.wikidata.org/entity/P7243	pronunciation
6401	http://www.wikidata.org/entity/P7178	Cinestaan person ID
6402	http://www.wikidata.org/entity/P7183	EPW author ID
6403	http://www.wikidata.org/entity/P7190	RMF FM artist ID
6404	http://www.wikidata.org/entity/P7200	SongMeanings artist ID
6405	http://www.wikidata.org/entity/P7203	Dizionario biografico dei Friulani ID
6406	http://www.wikidata.org/entity/P7215	Eiga.com person ID
6407	http://www.wikidata.org/entity/P7224	Insects (Insecta) of the World ID
6408	http://www.wikidata.org/entity/P7218	Vox FM artist ID
6409	http://www.wikidata.org/entity/P7231	eSTUDÁNKY ID
6410	http://www.wikidata.org/entity/P7234	Scribd item ID
6411	http://www.wikidata.org/entity/P7261	use restriction status
6412	http://www.wikidata.org/entity/P7255	Moose Deutschland ID
6413	http://www.wikidata.org/entity/P7259	Newspapers.com paper ID
6414	http://www.wikidata.org/entity/P7258	Toons Mag ID
6415	http://www.wikidata.org/entity/P7272	Hiking Project site ID
6416	http://www.wikidata.org/entity/P7174	school class
6417	http://www.wikidata.org/entity/P7181	PLIA ID
6418	http://www.wikidata.org/entity/P7184	Awards & Winners artist ID
6419	http://www.wikidata.org/entity/P7197	OpenWeatherMap city ID
6420	http://www.wikidata.org/entity/P7201	SoundHound artist ID
6421	http://www.wikidata.org/entity/P7219	periphrastic definition
6422	http://www.wikidata.org/entity/P7228	access restriction status
6423	http://www.wikidata.org/entity/P7225	BEACON ID
6424	http://www.wikidata.org/entity/P7232	LongSwimsDB ID
6425	http://www.wikidata.org/entity/P7237	Chinese Engineering Expert Tank ID
6426	http://www.wikidata.org/entity/P7252	degree of difficulty
6427	http://www.wikidata.org/entity/P7265	FNL player ID
6428	http://www.wikidata.org/entity/P7273	National Equipment Registration System Supplier Number
6429	http://www.wikidata.org/entity/P7276	New Encyclopedic Dictionary of Czech ID
6430	http://www.wikidata.org/entity/P7172	shmup.com ID
6431	http://www.wikidata.org/entity/P7204	Mafab.hu film ID
6432	http://www.wikidata.org/entity/P7196	musica.com artist ID
6433	http://www.wikidata.org/entity/P7198	RauteMusik artist ID
6434	http://www.wikidata.org/entity/P7199	Scribd publication ID
6435	http://www.wikidata.org/entity/P7211	LINE BLOG user ID
6436	http://www.wikidata.org/entity/P7236	Dove.org work ID
6437	http://www.wikidata.org/entity/P7254	Pilze Deutschland ID
6438	http://www.wikidata.org/entity/P7278	Peakbagger climber ID
6439	http://www.wikidata.org/entity/P7256	computer performance
6440	http://www.wikidata.org/entity/P7175	Gaana.com album ID
6441	http://www.wikidata.org/entity/P7173	TA2 ID
6442	http://www.wikidata.org/entity/P7176	XING profile ID
6443	http://www.wikidata.org/entity/P7195	Bandsintown artist ID
6444	http://www.wikidata.org/entity/P7194	AZLyrics.com artist ID
6445	http://www.wikidata.org/entity/P7206	Lyrics007 artist ID
6446	http://www.wikidata.org/entity/P7209	ordeal by
6447	http://www.wikidata.org/entity/P7222	Eiga.com movie ID
6448	http://www.wikidata.org/entity/P7217	MTV UK artist ID
6449	http://www.wikidata.org/entity/P7216	MTV Polska artist ID
6450	http://www.wikidata.org/entity/P7223	Transfermarkt team ID
6451	http://www.wikidata.org/entity/P7264	FCC Grantee Code
6452	http://www.wikidata.org/entity/P7251	Identification code for Japanese universities and colleges
6453	http://www.wikidata.org/entity/P7267	Guia dos Quadrinhos publishing house ID (Brazilian)
6454	http://www.wikidata.org/entity/P7266	Guia dos Quadrinhos comic ID (Brazilian)
6455	http://www.wikidata.org/entity/P7274	Naver VIBE album ID
6456	http://www.wikidata.org/entity/P7202	Belgian Species List ID
6457	http://www.wikidata.org/entity/P7185	eska.pl topic ID
6458	http://www.wikidata.org/entity/P7189	mora artist ID
6459	http://www.wikidata.org/entity/P7221	link for periphrastic definition
6460	http://www.wikidata.org/entity/P7227	DIBAVOD ID
6461	http://www.wikidata.org/entity/P7257	Guia dos Quadrinhos artist ID
6462	http://www.wikidata.org/entity/P7269	Guia dos Quadrinhos comic ID
6463	http://www.wikidata.org/entity/P7275	Naver VIBE artist ID
6464	http://www.wikidata.org/entity/P7263	Prime Pages ID
6465	http://www.wikidata.org/entity/P7182	IBP 4-letter bird species alpha code
6466	http://www.wikidata.org/entity/P7186	Image-Line artist ID
6467	http://www.wikidata.org/entity/P7187	Jango artist ID
6468	http://www.wikidata.org/entity/P7188	LiveXLive artist ID
6469	http://www.wikidata.org/entity/P7193	YesAsia author ID
6470	http://www.wikidata.org/entity/P7205	jog.fm artist ID
6471	http://www.wikidata.org/entity/P7207	Moly.hu book ID
6472	http://www.wikidata.org/entity/P7214	Allcinema person ID
6473	http://www.wikidata.org/entity/P7213	newspaper archive URL
6474	http://www.wikidata.org/entity/P7230	AccuRadio artist ID
6475	http://www.wikidata.org/entity/P7241	SCTrails trail ID
6476	http://www.wikidata.org/entity/P7233	WTA trail ID
6477	http://www.wikidata.org/entity/P7253	color produced
6478	http://www.wikidata.org/entity/P7268	Guia dos Quadrinhos character ID
6479	http://www.wikidata.org/entity/P7271	Hiking Project area ID
6480	http://www.wikidata.org/entity/P7277	Pandora artist ID
6481	http://www.wikidata.org/entity/P7177	Cinestaan film ID
6482	http://www.wikidata.org/entity/P7179	Service d'Information sur les Etudes et les Professions Job ID
6483	http://www.wikidata.org/entity/P7208	Liber Liber author ID
6484	http://www.wikidata.org/entity/P7229	Fundación Goya en Aragón ID
6485	http://www.wikidata.org/entity/P7220	lexeme for periphrastic definition
6486	http://www.wikidata.org/entity/P7235	in defining formula
6487	http://www.wikidata.org/entity/P7250	mobile formatter URL
6488	http://www.wikidata.org/entity/P7262	ESPN.com college football player ID
6489	http://www.wikidata.org/entity/P7180	Planespotters.net aircraft ID
6490	http://www.wikidata.org/entity/P7191	Supraphonline artist ID
6491	http://www.wikidata.org/entity/P7192	TuneIn artist ID
6492	http://www.wikidata.org/entity/P7210	GreatSong artist ID
6493	http://www.wikidata.org/entity/P7212	LyricsTranslate ID
6494	http://www.wikidata.org/entity/P7242	Laws & Regulations Database of the Republic of China ID
6495	http://www.wikidata.org/entity/P7238	Open Science Framework ID
6496	http://www.wikidata.org/entity/P7226	RPGGeek ID
6497	http://www.wikidata.org/entity/P7260	Transporter Classification Database ID
6498	http://www.wikidata.org/entity/P7270	Guia dos Quadrinhos publishing house ID
6499	http://www.wikidata.org/entity/P7279	Peakbagger key col ID
6500	http://www.wikidata.org/entity/P7486	grammatical aspect
6501	http://www.wikidata.org/entity/P7457	creator's signature
6502	http://www.wikidata.org/entity/P7469	orientation
6503	http://www.wikidata.org/entity/P7406	style of karate
6504	http://www.wikidata.org/entity/P7383	name in hiero markup
6505	http://www.wikidata.org/entity/P7388	Great Encyclopedia of Navarre ID
6506	http://www.wikidata.org/entity/P7397	247Sports ID
6507	http://www.wikidata.org/entity/P7412	ForaDeJogo.net team ID
6508	http://www.wikidata.org/entity/P7410	Healthcare Common Procedure Coding System Identifier
6509	http://www.wikidata.org/entity/P7416	folio(s)
6510	http://www.wikidata.org/entity/P7421	line(s)
6511	http://www.wikidata.org/entity/P7427	FreeBSD port
6512	http://www.wikidata.org/entity/P7425	Rotterdam City Archives actor ID
6513	http://www.wikidata.org/entity/P7429	Bundle ID
6514	http://www.wikidata.org/entity/P7430	Dictionary of Sculptors in Britain ID
6515	http://www.wikidata.org/entity/P7435	EU-Football.info referee ID
6516	http://www.wikidata.org/entity/P7440	FIG gymnast (no licence) identifier
6517	http://www.wikidata.org/entity/P7448	Basis Wien object ID
6518	http://www.wikidata.org/entity/P7461	Publons journals/conferences ID
6519	http://www.wikidata.org/entity/P7485	Kinematoscope writer ID
6520	http://www.wikidata.org/entity/P7396	Beachsafe Beach Key
6521	http://www.wikidata.org/entity/P7387	Q-Codes ID
6522	http://www.wikidata.org/entity/P7399	Futbolme player ID
6523	http://www.wikidata.org/entity/P7405	Turkish Football Federation referee ID
6524	http://www.wikidata.org/entity/P7409	ERIC publication ID
6525	http://www.wikidata.org/entity/P7419	gender educated
6526	http://www.wikidata.org/entity/P7428	Bluetooth Declaration ID
6527	http://www.wikidata.org/entity/P7452	reason for preferred rank
6528	http://www.wikidata.org/entity/P7470	URN formatter
6529	http://www.wikidata.org/entity/P7479	key col
6530	http://www.wikidata.org/entity/P7384	geograph.org.uk image ID
6531	http://www.wikidata.org/entity/P7391	graph radius
6532	http://www.wikidata.org/entity/P7408	EconBiz publication ID
6533	http://www.wikidata.org/entity/P7434	NAD place ID
6534	http://www.wikidata.org/entity/P7437	FantLab award ID
6535	http://www.wikidata.org/entity/P7439	FantLab work ID
6536	http://www.wikidata.org/entity/P7453	90minut.pl team ID
6537	http://www.wikidata.org/entity/P7462	graph diameter
6538	http://www.wikidata.org/entity/P7463	EU-Football.info manager ID
6539	http://www.wikidata.org/entity/P7467	Broadway Photographs person ID
6540	http://www.wikidata.org/entity/P7473	Neliti Journal ID
6541	http://www.wikidata.org/entity/P7474	Online Cenotaph ID
6542	http://www.wikidata.org/entity/P7488	BDFutbol team ID
6543	http://www.wikidata.org/entity/P7382	Turkish Football Federation match ID
6544	http://www.wikidata.org/entity/P7398	Internet Off-Broadway Database production ID
6545	http://www.wikidata.org/entity/P7407	name (image)
6546	http://www.wikidata.org/entity/P7413	Ancient Tree Inventory ID
6547	http://www.wikidata.org/entity/P7444	Rijksmuseum Research Library authority ID
6548	http://www.wikidata.org/entity/P7445	Basis Wien person ID
6549	http://www.wikidata.org/entity/P7447	Basis Wien event ID
6550	http://www.wikidata.org/entity/P7449	NARCIS researcher ID
6551	http://www.wikidata.org/entity/P7465	Soccerbase referee ID
6552	http://www.wikidata.org/entity/P7472	National Marine Biological Library  ID
6553	http://www.wikidata.org/entity/P7481	variety of form
6554	http://www.wikidata.org/entity/P7487	Kinematoscope literary work ID
6555	http://www.wikidata.org/entity/P7422	minimum temperature record
6556	http://www.wikidata.org/entity/P7404	ADL Hate Symbols Database ID
6557	http://www.wikidata.org/entity/P7433	FantLab author ID
6558	http://www.wikidata.org/entity/P7446	Basis Wien institution ID
6559	http://www.wikidata.org/entity/P7454	Soccerbase team ID
6560	http://www.wikidata.org/entity/P7456	AAAS keyword ID
6561	http://www.wikidata.org/entity/P7458	Kinematoscope film ID
6562	http://www.wikidata.org/entity/P7381	PubPeer article ID
6563	http://www.wikidata.org/entity/P7390	Knesset Law ID
6564	http://www.wikidata.org/entity/P7395	DynamoMania.com player ID
6565	http://www.wikidata.org/entity/P7402	Turkish Football Federation stadium ID
6566	http://www.wikidata.org/entity/P7417	image of reverse
6567	http://www.wikidata.org/entity/P7423	Professional Football League of Ukraine player ID
6568	http://www.wikidata.org/entity/P7438	FantLab publisher ID
6569	http://www.wikidata.org/entity/P7442	glacier status
6570	http://www.wikidata.org/entity/P7475	dp.ru person ID
6571	http://www.wikidata.org/entity/P7484	Kinematoscope film director ID
6572	http://www.wikidata.org/entity/P7400	LibraryThing author ID
6573	http://www.wikidata.org/entity/P7401	SMHI drainage basin ID
6574	http://www.wikidata.org/entity/P7418	image of frontside
6575	http://www.wikidata.org/entity/P7420	image with frame
6576	http://www.wikidata.org/entity/P7432	Steam bundle ID
6577	http://www.wikidata.org/entity/P7443	number of processor threads
6578	http://www.wikidata.org/entity/P7450	Turkish Football Federation team ID
6579	http://www.wikidata.org/entity/P7466	Edvard Munch's correspondance person ID
6580	http://www.wikidata.org/entity/P7468	MOHW HospID
6581	http://www.wikidata.org/entity/P7471	iNaturalist place ID
6582	http://www.wikidata.org/entity/P7476	iFixit teardown ID
6583	http://www.wikidata.org/entity/P7480	Brazilian federal deputy ID
6584	http://www.wikidata.org/entity/P7483	CinemaRX person ID
6585	http://www.wikidata.org/entity/P7482	source of file
6586	http://www.wikidata.org/entity/P7389	Three Decks people ID
6587	http://www.wikidata.org/entity/P7403	Publons publisher ID
6588	http://www.wikidata.org/entity/P7411	Pubs Galore ID
6589	http://www.wikidata.org/entity/P7415	code (image)
6590	http://www.wikidata.org/entity/P7414	State Catalogue of the Museum Fund of Russia museum ID
6591	http://www.wikidata.org/entity/P7431	Wolfram Language quantity ID
6592	http://www.wikidata.org/entity/P7436	WorldReferee.com referee ID
6593	http://www.wikidata.org/entity/P7441	WorldFootball.net competition ID
6594	http://www.wikidata.org/entity/P7451	Czech Fortuna liga player ID
6595	http://www.wikidata.org/entity/P7455	Transfermarkt match ID
6596	http://www.wikidata.org/entity/P7459	CanadaSoccer.com person ID
6597	http://www.wikidata.org/entity/P7460	FlashScore.com match ID
6598	http://www.wikidata.org/entity/P7464	Genetics Home Reference Conditions ID
6599	http://www.wikidata.org/entity/P7477	Internet Content Provider Registration Record ID
6600	http://www.wikidata.org/entity/P7550	Paralympic.org athlete ID
6601	http://www.wikidata.org/entity/P7500	comorbidity
6602	http://www.wikidata.org/entity/P7514	landscape architect
6603	http://www.wikidata.org/entity/P7491	Austrian Parliament 1848 - 1918 ID
6604	http://www.wikidata.org/entity/P7502	Golden ID
6605	http://www.wikidata.org/entity/P7508	election called by
6606	http://www.wikidata.org/entity/P7511	doujinshi.org author ID
6607	http://www.wikidata.org/entity/P7517	Sega Retro ID
6608	http://www.wikidata.org/entity/P7516	Software Preservation Society ID
6609	http://www.wikidata.org/entity/P7519	Filmový přehled film ID
6610	http://www.wikidata.org/entity/P7529	dp.ru company ID
6611	http://www.wikidata.org/entity/P7532	room number
6612	http://www.wikidata.org/entity/P7572	Digital Corpus of Sanskrit ID
6613	http://www.wikidata.org/entity/P7574	Swedish Royal Theater Archive
6614	http://www.wikidata.org/entity/P7576	Broadcast Radio Bearer URI
6615	http://www.wikidata.org/entity/P7504	Jeugdliteratuur ID
6616	http://www.wikidata.org/entity/P7515	Chinese Professional Baseball League player ID
6617	http://www.wikidata.org/entity/P7520	Filmový přehled person ID
6618	http://www.wikidata.org/entity/P7523	SK cinema film ID
6619	http://www.wikidata.org/entity/P7552	Finnish Biodiversity Information Facility's Species List ID
6620	http://www.wikidata.org/entity/P7537	India Biodiversity Portal species ID
6621	http://www.wikidata.org/entity/P7540	Odonata of India ID
6622	http://www.wikidata.org/entity/P7562	UVL group ID
6623	http://www.wikidata.org/entity/P7564	OGDB game title ID
6624	http://www.wikidata.org/entity/P7568	CBSE affiliation number
6625	http://www.wikidata.org/entity/P7583	fyyd podcast ID
6626	http://www.wikidata.org/entity/P7582	Wildlife Protection Act 1972 (India) schedule
6627	http://www.wikidata.org/entity/P7585	NinDB game ID
6628	http://www.wikidata.org/entity/P7589	date of assent
6629	http://www.wikidata.org/entity/P7535	scope and content
6630	http://www.wikidata.org/entity/P7499	Van Wijngaarden quarry ID
6631	http://www.wikidata.org/entity/P7522	SK cinema authority ID
6632	http://www.wikidata.org/entity/P7534	MIC market code
6633	http://www.wikidata.org/entity/P7551	Plusliga player ID
6634	http://www.wikidata.org/entity/P7543	ZSI author ID
6635	http://www.wikidata.org/entity/P7556	UVL platform ID
6636	http://www.wikidata.org/entity/P7559	Ahotsak Lexeme
6637	http://www.wikidata.org/entity/P7561	category for the interior of the item
6638	http://www.wikidata.org/entity/P7577	Czech city district ID
6639	http://www.wikidata.org/entity/P7578	DUC ID
6640	http://www.wikidata.org/entity/P7586	Cinepub person ID
6641	http://www.wikidata.org/entity/P7510	XML namespace
6642	http://www.wikidata.org/entity/P7501	audio system
6643	http://www.wikidata.org/entity/P7493	PlaymakerStats.com match ID
6644	http://www.wikidata.org/entity/P7505	ACL Anthology article ID
6645	http://www.wikidata.org/entity/P7503	Ovrtur biography ID
6646	http://www.wikidata.org/entity/P7507	Ben Yehuda author ID
6647	http://www.wikidata.org/entity/P7527	charge conjugation quantum number
6648	http://www.wikidata.org/entity/P7538	Moths of India ID
6649	http://www.wikidata.org/entity/P7541	Planète Aventure ID
6650	http://www.wikidata.org/entity/P7554	Encyclopedia of Mathematics wiki ID
6651	http://www.wikidata.org/entity/P7553	Sinemalar person ID
6652	http://www.wikidata.org/entity/P7575	Sri Granth Punjabi word ID
6653	http://www.wikidata.org/entity/P7569	Wikimedia page-version URL
6654	http://www.wikidata.org/entity/P7587	eFloraSA ID
6655	http://www.wikidata.org/entity/P7489	Stathletics ID
6656	http://www.wikidata.org/entity/P7490	Teams.by team ID
6657	http://www.wikidata.org/entity/P7498	Women Film Pioneers ID
6658	http://www.wikidata.org/entity/P7512	startrek.com Database ID
6659	http://www.wikidata.org/entity/P7518	classicamiga ID
6660	http://www.wikidata.org/entity/P7548	UK Lakes Portal ID
6661	http://www.wikidata.org/entity/P7555	UVL game ID
6662	http://www.wikidata.org/entity/P7573	IFCO rating
6663	http://www.wikidata.org/entity/P7570	OGDB company ID
6664	http://www.wikidata.org/entity/P7579	Prague administrative district ID
6665	http://www.wikidata.org/entity/P7496	NZPCN ID
6666	http://www.wikidata.org/entity/P7509	Estonian biographical database ID
6667	http://www.wikidata.org/entity/P7524	CA PROP 65 ID
6668	http://www.wikidata.org/entity/P7525	ePSD identifier
6669	http://www.wikidata.org/entity/P7521	Gaming-History company ID
6670	http://www.wikidata.org/entity/P7530	Fortuna liga player ID
6671	http://www.wikidata.org/entity/P7560	UVL company ID
6672	http://www.wikidata.org/entity/P7565	CISCE school code
6673	http://www.wikidata.org/entity/P7566	JNAF artist ID
6674	http://www.wikidata.org/entity/P7567	OGDB compilation ID
6675	http://www.wikidata.org/entity/P7584	age estimated by a dating method
6676	http://www.wikidata.org/entity/P7588	effective date
6677	http://www.wikidata.org/entity/P7492	EU-Football.info match ID
6678	http://www.wikidata.org/entity/P7494	Soccerway match ID
6679	http://www.wikidata.org/entity/P7495	Fussballdaten.de team ID
6680	http://www.wikidata.org/entity/P7497	Wolfram Language entity type
6681	http://www.wikidata.org/entity/P7528	statement is regarded as spoiler for
6682	http://www.wikidata.org/entity/P7533	AaRC person ID
6683	http://www.wikidata.org/entity/P7536	Birds of India ID
6684	http://www.wikidata.org/entity/P7544	Indian Medicinal Plants Database ID
6685	http://www.wikidata.org/entity/P7539	NBAIR pest ID
6686	http://www.wikidata.org/entity/P7542	Reptiles of India ID
6687	http://www.wikidata.org/entity/P7549	Biodiversity of West Bengal species ID
6688	http://www.wikidata.org/entity/P7580	AboutTheArtists artist ID
6689	http://www.wikidata.org/entity/P7506	Naver Encyclopedia ID
6690	http://www.wikidata.org/entity/P7513	Alfred P. Sloan Foundation grant ID
6691	http://www.wikidata.org/entity/P7526	Czech cadastral area ID
6692	http://www.wikidata.org/entity/P7531	MEA Indian Mission ID
6693	http://www.wikidata.org/entity/P7545	askArt person ID
6694	http://www.wikidata.org/entity/P7546	Flowers of India ID
6695	http://www.wikidata.org/entity/P7547	National Health Portal hospital ID
6696	http://www.wikidata.org/entity/P7558	Inguma database ID
6697	http://www.wikidata.org/entity/P7563	Home of the Underdogs game ID
6698	http://www.wikidata.org/entity/P7571	Memorial Book Bundesarchiv ID
6699	http://www.wikidata.org/entity/P7581	IAST transliteration
6700	http://www.wikidata.org/entity/P7165	noun class
6701	http://www.wikidata.org/entity/P7079	shrinkage
6702	http://www.wikidata.org/entity/P7161	Kinsky–Halm Catalogue
6703	http://www.wikidata.org/entity/P7093	ABBBS Taxon ID
6704	http://www.wikidata.org/entity/P7076	Zaragoza public art ID
6705	http://www.wikidata.org/entity/P7102	Grand Canyon Trust ID
6706	http://www.wikidata.org/entity/P7100	Lens ID
6707	http://www.wikidata.org/entity/P7136	Goibibo Hotel ID
6708	http://www.wikidata.org/entity/P7154	Empik author ID
6709	http://www.wikidata.org/entity/P7164	Raptekster.dk ID
6710	http://www.wikidata.org/entity/P7169	substitute director/manager
6711	http://www.wikidata.org/entity/P7083	surface roughness
6712	http://www.wikidata.org/entity/P7078	typing discipline
6713	http://www.wikidata.org/entity/P7069	IAAF competition category
6714	http://www.wikidata.org/entity/P7105	LezWatch.TV actor ID
6715	http://www.wikidata.org/entity/P7108	location of the point of view
6716	http://www.wikidata.org/entity/P7081	quotation or excerpt
6717	http://www.wikidata.org/entity/P7074	skin on WikiApiary
6718	http://www.wikidata.org/entity/P7086	start grade
6719	http://www.wikidata.org/entity/P7110	Textile Connect publication ID
6720	http://www.wikidata.org/entity/P7111	08euro.Ru person ID
6721	http://www.wikidata.org/entity/P7127	AllTrails trail ID
6722	http://www.wikidata.org/entity/P7124	date of the first one
6723	http://www.wikidata.org/entity/P7139	ONF forest national ID
6724	http://www.wikidata.org/entity/P7148	Nauka Ukrainy scientist ID
6725	http://www.wikidata.org/entity/P7156	Interia Muzyka artist ID
6726	http://www.wikidata.org/entity/P7151	Wynk artist ID
6727	http://www.wikidata.org/entity/P7155	WP Muzyka artist ID
6728	http://www.wikidata.org/entity/P7089	AFCD PFKID
6729	http://www.wikidata.org/entity/P7090	Australian Marine Algal Name Index ID
6730	http://www.wikidata.org/entity/P7087	inverse label item
6731	http://www.wikidata.org/entity/P7107	LezWatch.TV show ID
6732	http://www.wikidata.org/entity/P7077	Paris Foreign Missions Society ID
6733	http://www.wikidata.org/entity/P7080	specific absorption rate
6734	http://www.wikidata.org/entity/P7128	Archives Directory for the History of Collecting in America ID
6735	http://www.wikidata.org/entity/P7130	Vidwan ID
6736	http://www.wikidata.org/entity/P7143	Acharts.co album ID
6737	http://www.wikidata.org/entity/P7145	CHESNO politician ID
6738	http://www.wikidata.org/entity/P7104	end of covered period
